Artist,Title,Length
Diddy Kong Racing,Ancient Lake,1:33
Diddy Kong Racing,Fossil Canyon,1:56
Diddy Kong Racing,Jungle Falls,1:14
Donkey Kong Country,Theme,1:59
Donkey Kong Country,Mine Cart Madness,3:08
Donkey Kong Country,Life in the Mines,4:26
Donkey Kong Country,Voices of the Temple,3:01
Donkey Kong Country,Forest Frenzy,2:04
Donkey Kong Country,Treetop Rock,2:53
Donkey Kong Country,Funky's Fugue,2:08
Donkey Kong Country,Northern Hemispheres,4:04
Donkey Kong Country,Ice Cave Chant,3:21
Donkey Kong Country,Fear Factory,3:54
Donkey Kong Country,Simian Segue,2:30
Donkey Kong Country,Gang-Plank Galleon,3:06
Donkey Kong Country,K. Rool's Cacophony,0:20
Donkey Kong Country,The Credits Concerto,1:51
Donkey Kong Country,DK Island Swing,5:12
Donkey Kong Country,Cranky's Theme,1:53
Donkey Kong Country,Bonus Room Blitz,1:02
Donkey Kong Country,Aquatic Ambiance,3:22
Donkey Kong Country 2: Diddy's Kong Quest,K. Rool Returns,0:39
Donkey Kong Country 2: Diddy's Kong Quest,Forest Interlude,4:30
Donkey Kong Country 2: Diddy's Kong Quest,Flight of the Zinger,2:57
Donkey Kong Country 2: Diddy's Kong Quest,Cranky's Conga,1:21
Donkey Kong Country 2: Diddy's Kong Quest,Hot-Head Bop,3:37
Donkey Kong Country 2: Diddy's Kong Quest,Token Tango,0:50
Donkey Kong Country 2: Diddy's Kong Quest,Stickerbrush Symphony,4:20
Donkey Kong Country 2: Diddy's Kong Quest,Disco Train,3:20
Donkey Kong Country 2: Diddy's Kong Quest,Welcome to Crocodile Isle,1:06
Donkey Kong Country 2: Diddy's Kong Quest,Boss Bossanova,1:07
Donkey Kong Country 2: Diddy's Kong Quest,Krook's March,3:35
Donkey Kong Country 2: Diddy's Kong Quest,Klubba's Reveille,1:04
Donkey Kong Country 2: Diddy's Kong Quest,Haunted Chase,2:12
Donkey Kong Country 2: Diddy's Kong Quest,In a Snow-Bound Land,3:05
Donkey Kong Country 2: Diddy's Kong Quest,Primal Rave,3:19
Donkey Kong Country 2: Diddy's Kong Quest,Crocodile Cacophony,1:56
Donkey Kong Country 2: Diddy's Kong Quest,Donkey Kong Rescued,2:25
Donkey Kong Country 2: Diddy's Kong Quest,Klomp's Romp,2:23
Donkey Kong Country 2: Diddy's Kong Quest,Lockjaw's Saga,1:49
Donkey Kong Country 2: Diddy's Kong Quest,Jib Jig,2:07
Donkey Kong Country 2: Diddy's Kong Quest,Swanky's Swing,0:53
Donkey Kong Country 2: Diddy's Kong Quest,Snakey Chantey,1:33
Donkey Kong Country 2: Diddy's Kong Quest,Bayou Boogie,2:56
Donkey Kong Country 2: Diddy's Kong Quest,Kannon's Klanking,3:31
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Hot Pursuit,3:29
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Water World,2:50
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Nuts and Bolts,2:21
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Pokey Pipes,2:22
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Cavern Caprice,2:40
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Big Boss Blues,1:34
Doom,Sign Of Evil,2:28
Doom,Hiding The Secrets,2:14
Doom,I Sawed The Demons,2:29
Doom,Intermission From Doom,3:15
Doom,Untitled,1:34
Doom,Donna To The Rescue,1:54
Doom,Facing The Spider,1:34
Doom,At Doom's Gate,1:36
Doom,The Imp's Song,2:31
Doom,Kitchen Ace (And Taking Names),2:46
Dr. Mario,Fever,2:14
Dr. Mario,Chill,3:54
Dr. Robotnik's Mean Bean Machine,Staff Roll,3:39
Dr. Robotnik's Mean Bean Machine,Exercise Mode,2:46
Dr. Robotnik's Mean Bean Machine,2 Player vs.,2:02
Dr. Robotnik's Mean Bean Machine,Configuration,2:38
Dr. Robotnik's Mean Bean Machine,Password Entry,1:35
Dr. Robotnik's Mean Bean Machine,Stages 1-4,1:06
Dr. Robotnik's Mean Bean Machine,Stages 9-12,1:06
Earthworm Jim,Psycrow,0:51
Earthworm Jim,New Junk City,4:12
Earthworm Jim,Who Turned Out the Lights?,3:39
Earthworm Jim,For Pete's Sake,3:15
Earthworm Jim,Buttville ~ The Queen's Lair,3:22
Earthworm Jim 2,Puppy Love,3:39
Earthworm Jim 2,Ending,0:51
Earthworm Jim 2,Anything but Tangerines?,4:07
Earthworm Jim 2,Villi People,5:26
Earthworm Jim 2,The Flyin' King,4:49
Earthworm Jim 2,Udderly Abducted,3:19
Earthworm Jim 2,"See Jim Run, Run Jim Run!",3:08
F-Zero X,Endless Challenge,2:50
F-Zero X,Title BGM,2:35
F-Zero X,Car Select,1:24
F-Zero X,Dream Chaser,3:42
F-Zero X,Decide in the Eyes,3:39
F-Zero X,Devil's Call in your Heart,2:25
F-Zero X,The Long Distance of Murder,2:38
F-Zero X,Crazy Call at Cry,3:18
F-Zero X,Drivin' Through on Max,2:47
F-Zero X,Climb up! And Get the Last Chance!,2:55
Fire Emblem Awakening,Menace,2:30
Fire Emblem Awakening,"""But, Frederick, it's nearly dark!""",2:44
Fire Emblem Awakening,"""I mean it. Go!""",2:15
Fire Emblem Awakening,"""Farewell...my friends...""",0:37
Fire Emblem Awakening,"""Oh, it's not so bad, Lissa. Just a healthy little walk!""",3:50
Fire Emblem Awakening,Duty,5:27
Fire Emblem Awakening,Duty (Ablaze),5:26
Fire Emblem Awakening,"""Here we are! The Shepherd's garrison.""",2:13
Fire Emblem Awakening,"""Agh! Won goph in mah mouph! Blech! Ptooey!""",1:55
Fire Emblem Awakening,Id (Serenity),2:40
Fire Emblem Awakening,Prelude,5:16
Fire Emblem Awakening,Prelude (Ablaze),5:16
Fire Emblem Awakening,Assault (Galvanised),1:52
Fire Emblem Awakening,Destiny,5:15
Fire Emblem Awakening,"""Don't speak her name!""",4:12
Fire Emblem Awakening,"""Dry your tears, love. This is not good-bye.""",2:57
Fire Emblem Awakening,Divine Decree,2:51
Fire Emblem Awakening,Divine Decree (Ablaze),2:51
Fire Emblem Awakening,"""You don't know the first thing about peace. No man does!""",2:23
Fire Emblem Awakening,Mastermind,1:42
Fire Emblem Awakening,Destiny (Ablaze),5:16
Fire Emblem Awakening,"""Grima has returned to slumber.""",2:58
Fire Emblem Awakening,Conquest,4:02
Fire Emblem Awakening,"""The Vaike never forgets! I just don't always remember.""",1:57
Fire Emblem Awakening,"""Let's see what I'm capable of now.""",1:00
Fire Emblem Awakening,"""Shh... Easy now, Girl. I won't hurt you.""",2:11
Fire Emblem Awakening,Storm Clouds,5:05
Fire Emblem Awakening,Storm Clouds (Ablaze),5:05
Fire Emblem Awakening,Conquest (Ablaze),4:03
Fire Emblem Awakening,"""Ha ha! Yes, it will take some getting used to!""",2:56
Fire Emblem Awakening,"""You have power... like mine.""",3:06
Fire Emblem Awakening,Id (Dilemma),2:37
Fire Emblem Awakening,Training,2:08
Fire Emblem Awakening,Training (Galvanised),2:08
Fire Emblem Awakening,"""Don't you put any stock in this destiny hogwash!'",2:53
Fire Emblem Awakening,Rival,2:53
Fire Emblem Awakening,Id (Purpose),4:05
Fire Emblem Awakening,Old Battlefield,6:02
Fire Emblem Awakening,Champion,5:15
Fire Emblem Awakening,Champion (Ablaze),5:15
Fire Emblem Awakening,Id (Hope),1:56
Fire Emblem Awakening,Id (Sorrow),2:58
Fire Emblem: Genealogy of the Holy War,Chapter 5 (Doorway to Destiny),2:24
Fire Emblem: Genealogy of the Holy War,End of Despair,1:01
Fire Emblem: Genealogy of the Holy War,Time's Rapid Progress,1:11
Fire Emblem: Genealogy of the Holy War,Chapter 6 (Heir of Light),2:11
Fire Emblem: Genealogy of the Holy War,Chapter 8 (The Wyvern Knights of Thracia),2:57
Fire Emblem: Genealogy of the Holy War,Fire Emblem Theme,2:13
Fire Emblem: Genealogy of the Holy War,Chapter 10 (Light and Darkness),1:42
Fire Emblem: Genealogy of the Holy War,Final Map (End of the Holy War),2:34
Fire Emblem: Genealogy of the Holy War,The Continent Thereafter,4:32
Fire Emblem: Genealogy of the Holy War,Ending Ballad,4:54
Fire Emblem: Genealogy of the Holy War,Glory to Grannvale,2:25
Fire Emblem: Genealogy of the Holy War,Prologue (Birth of a Holy Knight),2:00
Fire Emblem: Genealogy of the Holy War,Chapter 1 (Lady of the Spirit Forest),2:14
Fire Emblem: Genealogy of the Holy War,Chapter 2 (Uprising in Agustria),2:03
Fire Emblem: Genealogy of the Holy War,"Chapter 3 (Eldigan, the Lionheart)",1:37
Fire Emblem: Genealogy of the Holy War,Victory is Near,0:48
Fire Emblem: Genealogy of the Holy War,Verdane Army,1:44
Fire Emblem: Genealogy of the Holy War,Munster Army,1:35
Fire Emblem: Genealogy of the Holy War,Grannvale Army 2,2:03
Fire Emblem: Genealogy of the Holy War,Allied Army,1:16
Fire Emblem: Genealogy of the Holy War,Neutral Army,0:44
Fire Emblem: Genealogy of the Holy War,Supporting Dancer,0:30
Fire Emblem: Genealogy of the Holy War,Crisis 1,1:51
Fire Emblem: Genealogy of the Holy War,Victory 1,1:21
Fire Emblem: Genealogy of the Holy War,Victory 2,1:36
Fire Emblem: Genealogy of the Holy War,Emperor Arvis,1:22
Fire Emblem: Genealogy of the Holy War,Munster Royal Palace,1:00
Fire Emblem: Genealogy of the Holy War,New Thracia Royal Palace,1:59
Fire Emblem: Genealogy of the Holy War,Friege Royal Palace,1:03
Fire Emblem: Genealogy of the Holy War,Chalphy Royal Palace,1:03
Fire Emblem: Genealogy of the Holy War,Recruitment,0:47
Fire Emblem: Genealogy of the Holy War,Conversation 1,1:01
Fire Emblem: Genealogy of the Holy War,Seliph's Theme,4:30
Fire Emblem: Three Houses,Life at Garreg Mach Monastery,5:47
Fire Emblem: Three Houses,The Edge of Dawn,5:30
Fire Emblem: Three Houses,Lady of Hresvelg ~Three Houses~ (Instrumental),4:55
Fire Emblem: Three Houses,Lady of Hresvelg (Instrumental),5:29
Fire Emblem: Three Houses,The Crest of Flames,3:49
Fire Emblem: Three Houses,As Swift as Wind,3:40
Fire Emblem: Three Houses,Dwelling of the Ancient Gods (Rain),5:17
Fire Emblem: Three Houses,A Dark Sign,3:20
Fire Emblem: Three Houses,Respite and Sunlight,3:09
Fire Emblem: Three Houses,Blue Skies and a Battle (Rain),5:57
Fire Emblem: Three Houses,Words to Believe In,3:30
Fire Emblem: Three Houses,The Land Beloved by the Goddess,3:24
Fire Emblem: Three Houses,Tempest of Seasons (Rain),5:07
Fire Emblem: Three Houses,A Gentle Breeze,3:05
Fire Emblem: Three Houses,Teatime Joy,2:04
Fire Emblem: Three Houses,A Promise,3:30
Fire Emblem: Three Houses,Revenge,2:46
Fire Emblem: Three Houses,The Night of the Ball,2:59
Fire Emblem: Three Houses,Awakening,1:23
Fire Emblem: Three Houses,Tearing Through Heaven (Rain),5:43
Fire Emblem: Three Houses,The Spirit Dais,3:49
Fire Emblem: Three Houses,Roar of Dominion (Rain),6:09
Fire Emblem: Three Houses,Three Crowns,3:16
Fire Emblem: Three Houses,Chasing Daybreak (Rain),4:58
Fire Emblem: Three Houses,Beneath the Banner,2:50
Fire Emblem: Three Houses,People of the Marketplace,2:32
Fire Emblem: Three Houses,Garreg Mach Cathedral,3:23
Fire Emblem: Three Houses,Fódlan Winds (Rain),5:31
Fire Emblem: Three Houses,Funny Footsteps,2:17
Fire Emblem: Three Houses,Arcana Code,3:34
Fire Emblem: Three Houses,As Fierce as Fire,4:22
Fire Emblem: Three Houses,Paths That Will Never Cross (Rain),2:24
Fire Emblem: Three Houses,The Dream is Over,1:34
Fire Emblem: Three Houses,Unfulfilled,2:13
Fire Emblem: Three Houses,Recollection and Regret,2:43
Fire Emblem: Three Houses,Somewhere to Belong,3:22
Fire Emblem: Three Houses,Between Heaven and Earth (Rain),5:57
Fire Emblem: Three Houses,A Vow Remembered,3:21
Fire Emblem: Three Houses,The Apex of the World (Rain),4:33
Fire Emblem: Three Houses,God-Shattering Star (Rain),7:58
Fire Emblem: Three Houses,The Officers Academy,1:21
Fire Emblem: Three Houses,A Funeral of Flowers (Rain),7:17
Fire Emblem: Three Houses,A Funeral of Flowers (Thunder),7:17
Fire Emblem: Three Houses,A World for Humanity,1:01
Fire Emblem: Three Houses,A New Dawn,1:16
Fire Emblem: Three Houses,Wailing,1:30
Fire Emblem: Three Houses,A Place to Rest,4:41
Fire Emblem: Three Houses,A Star in the Morning Sky,8:42
Fire Emblem: Three Houses,The Color of Sunrise,3:30
Fire Emblem: Three Houses,Legend of the Chalice,2:59
Fire Emblem: Three Houses,The Forgotten,5:12
Fire Emblem: Three Houses,Woven by Fate,3:34
Fire Emblem: Three Houses,The Shackled Wolves (Rain),5:54
Fire Emblem: Three Houses,Corridor of the Tempest (Rain),5:52
Fire Emblem: Three Houses,Fire Emblem: Three Houses Main Theme,2:05
Fire Emblem: Three Houses,The Edge of Dawn (Seasons of Warfare),4:55
Golden Axe,Showdown,3:34
Golden Axe,Battle Field,4:13
Golden Axe,Death Adder,4:45
GoldenEye 007,Runway X,1:36
GoldenEye 007,Surface 1,3:40
GoldenEye 007,Bunker 1,5:09
GoldenEye 007,Bunker 1 X,1:56
GoldenEye 007,Silo,4:21
GoldenEye 007,Frigate,4:21
GoldenEye 007,Main Theme,2:55
GoldenEye 007,Surface 2,2:40
GoldenEye 007,Surface 2 X,2:08
GoldenEye 007,Bunker 2,4:22
GoldenEye 007,Bunker 2 X,2:09
GoldenEye 007,Statue,3:27
GoldenEye 007,Statue X,1:51
GoldenEye 007,Archives,4:36
GoldenEye 007,Mission Briefing,1:06
GoldenEye 007,Depot,4:28
GoldenEye 007,Depot X,1:48
GoldenEye 007,Train,5:04
GoldenEye 007,Train X,1:56
GoldenEye 007,Jungle X,1:40
GoldenEye 007,Elevator Music (Caverns),1:06
GoldenEye 007,Control,4:30
GoldenEye 007,Dam,4:33
GoldenEye 007,Caverns,4:16
GoldenEye 007,Caverns X,1:56
GoldenEye 007,Cradle,4:08
GoldenEye 007,Aztec,5:02
GoldenEye 007,Egyptian,2:49
GoldenEye 007,Ending Theme,2:06
GoldenEye 007,Watch Menu,1:18
GoldenEye 007,Facility,4:06
GoldenEye 007,Facility X,1:38
GoldenEye 007,Runway,5:02
Hades,No Escape,2:24
Hades,The Bloodless,2:26
Hades,Scourge of the Furies (Calm),4:16
Hades,Scourge of the Furies (Intense),4:10
Hades,Field of Souls (Intense),3:58
Hades,Rage of the Myrmidons (Intense),4:33
Hades,The House of Hades,4:51
Hades,The Exalted (Intense),4:05
Hades,The King and the Bull (Calm),3:55
Hades,The King and the Bull (Intense),3:46
Hades,God of the Dead,9:00
Hades,In the Blood,4:08
Hades,The Unseen Ones,4:17
Hades,Out of Tartarus (Calm),2:59
Hades,Out of Tartarus (Intense),2:53
Hades,Good Riddance,2:57
Hades,Wretched Shades (Calm),1:41
Hades,Wretched Shades (Intense),1:12
Hades,The Painful Way (Calm),3:31
Hades,The Painful Way (Intense),3:21
Hades II,Death to Chronos,3:32
Hades II,Edge of Erebus (Calm),4:01
Hades II,Edge of Erebus (Intense),3:36
Hades II,The Silver Sisters,2:45
Hades II,The Crossroads,4:22
Hades II,Lost Souls (Calm),3:21
Hades II,Lost Souls (Intense),3:14
Hades II,Moonlight Guide Us (feat. Ashley Barrett & Judy Alice Lee),2:56
Hades II,Crossed Flames (Calm),3:07
Hades II,Crossed Flames (Intense),2:53
Hades II,Spider Silk,2:15
Hades II,Song of the Sirens,6:36
Hades II,Coral Crown,4:05
Hades II,Eternal Longing (Calm),3:51
Hades II,Eternal Longing (Intense),3:36
Hades II,Reflection Affection (feat. Pau Figueres),2:47
Hades II,Sprigs of Sorrow (Calm),3:52
Hades II,Sprigs of Sorrow (Intense),3:37
Hades II,Evil Eye,2:48
Hades II,Song of the Deep,4:23
Hades II,I Am Gonna Claw (Out Your Eyes then Drown You to Death),3:23
Hades II,King Vermin,2:40
Hades II,Into Tartarus,4:22
Hades II,In the Darkness,4:06
Hades II,The Titan of Time,7:58
Hades II,Sightless Shepherd (feat. Sam Gendel) (Calm),3:35
Hades II,Sightless Shepherd (feat. Sam Gendel) (Intense),3:08
Hades II,Witch of Shadows,2:35
Hades II,Song of the Isles,4:12
Hades II,Winged Apprentice,2:41
Hades II,Witch of Changing,2:33
Hades II,Mountain of the Gods,4:52
Hades II,Olympus Aflame (Calm),3:39
Hades II,Olympus Aflame (Intense),3:24
Hades II,Lap of Luxury (feat. Kristin Naigus),2:20
Hades II,Fated Glory (feat. Colin Ryan),2:59
Hades II,In the Blood (Reunion Mix),5:07
Hades II,Time Belongs to Us (feat. Colin Ryan & Ashley Barrett),5:06
Hades II,Song of the Pearls,3:51
Hades II,Bewitching Eyes,3:27
Hades II,Time Belongs to Us (Crossroads Mix) (feat. Judy Alice Lee & Ashley Barrett),5:05
Halo 2,Halo Theme Gungnir Mix (feat. Steve Vai),4:13
Halo 2,Halo Theme Scorpion Mix,3:04
Halo 2,Genesong (feat. Steve Vai),3:02
Halo 2,Kilindini Harbour,3:05
Halo 2,This Glittering Band,2:30
Halo 2,Breaking the Covenant,3:06
Halo 2,Follow In Flight,3:28
Halo 2,Moon Over Mombasa,1:52
Halo 2,Moon Over Mombasa Part 2,1:09
Halo 3,THE STORM: 1. This is the Hour,2:05
Halo 3,THE ARK: 1. Farthest Outpost / 2. No Time for Sightseeing / 3. Make Them Pay,5:13
Halo 3,THE ARK: 1. Behold a Pale Horse / 2. Reconciled / 3. Overcome / 4. Small Victory,5:37
Halo 3,Out of Shadow,4:37
Halo 3,THE COVENANT: 1. Three Gates / 2. Ascent / 3. Leonidas Returns,4:33
Halo 3,Never Forget,3:04
Halo 3,Finish the Fight,2:22
Halo 3,THE COVENANT: 1. One Final Effort,3:05
Halo 3,HALO: 1. Greatest Journey / 2. Flood Rising / 3. Halo Finale,4:47
Harley's Humongous Adventure,Main Theme,1:24
Harley's Humongous Adventure,Level 2,1:21
Harley's Humongous Adventure,Level 3,1:39
Harley's Humongous Adventure,Level 4,1:27
Hollow Knight,Enter Hallownest,1:29
Hollow Knight,Dung Defender,2:06
Hollow Knight,Crystal Peak,4:07
Hollow Knight,Fungal Wastes,3:03
Hollow Knight,Decisive Battle,2:05
Hollow Knight,Soul Sanctum,4:28
Hollow Knight,Resting Grounds,2:11
Hollow Knight,Queen's Gardens,1:45
Hollow Knight,The White Lady,1:18
Hollow Knight,Broken Vessel,1:58
Hollow Knight,Kingdom's Edge,2:19
Hollow Knight,Dirtmouth,1:53
Hollow Knight,White Palace,4:18
Hollow Knight,Sealed Vessel,5:42
Hollow Knight,Radiance,2:13
Hollow Knight,Hollow Knight,1:30
Hollow Knight,Crossroads,2:26
Hollow Knight,False Knight,3:04
Hollow Knight,Greenpath,3:35
Hollow Knight,Hornet,2:45
Hollow Knight,Reflection,1:39
Hollow Knight,Mantis Lords,1:43
Hollow Knight,City of Tears,2:58
Hollow Knight,Hive Knight,2:01
Hollow Knight,"Truth, Beauty and Hatred",1:55
Hollow Knight,The Grimm Troupe,2:15
Hollow Knight,Nightmare King,2:46
Hollow Knight,White Defender,3:37
Hollow Knight,Dreamers,0:48
Hollow Knight,Pale Court,3:48
Hollow Knight,Daughter of Hallownest,2:53
Hollow Knight,Sisters of Battle,1:46
Hollow Knight,Haunted Foes,2:34
Hollow Knight,Furious Gods,1:05
Hollow Knight,Pure Vessel,2:18
Hollow Knight: Silksong,Bell Beast,3:20
Hollow Knight: Silksong,Bellhart,4:58
Hollow Knight: Silksong,Bilewater,4:20
Hollow Knight: Silksong,Bone Bottom,5:40
Hollow Knight: Silksong,Choral Chambers,5:17
Hollow Knight: Silksong,Cogwork Core,2:52
Hollow Knight: Silksong,Cogwork Dancers,3:36
Hollow Knight: Silksong,Deep Docks,5:44
Hollow Knight: Silksong,Far Fields,4:42
Hollow Knight: Silksong,Fourth Chorus,2:56
Hollow Knight: Silksong,Incisive Battle,2:22
Hollow Knight: Silksong,Lace,5:20
Hollow Knight: Silksong,Last Judge,3:56
Hollow Knight: Silksong,Moss Grotto,5:01
Hollow Knight: Silksong,Phantom,2:46
Hollow Knight: Silksong,Repose,1:58
Hollow Knight: Silksong,Sister Splinter,1:39
Hollow Knight: Silksong,Strive,3:25
Hollow Knight: Silksong,Widow,3:44
Kirby 64: The Crystal Shards,Battle Among Comrades - Adeline,0:55
Kirby 64: The Crystal Shards,Battle Among Comrades - King Dedede,0:56
Kirby 64: The Crystal Shards,Battle Among Comrades - Waddle Dee,0:33
Kirby 64: The Crystal Shards,Boss,2:15
Kirby 64: The Crystal Shards,Rock Star,2:47
Kirby 64: The Crystal Shards,Inside The Ruins,1:38
Kirby 64: The Crystal Shards,Training,2:18
Kirby 64: The Crystal Shards,Aqua Star,1:48
Kirby 64: The Crystal Shards,Down the Mountain Stream,2:46
Kirby 64: The Crystal Shards,Neo Star,2:38
Kirby 64: The Crystal Shards,Shiver Star,2:44
Kirby 64: The Crystal Shards,Above the Clouds,1:52
Kirby 64: The Crystal Shards,Factory Tour,3:14
Kirby 64: The Crystal Shards,Ripple Star,3:26
Kirby 64: The Crystal Shards,100-Yard Hop,2:08
Kirby 64: The Crystal Shards,Bumper Crop Bump,1:44
Kirby 64: The Crystal Shards,Checkerboard Chase,0:39
Kirby 64: The Crystal Shards,Dark Star,1:40
Kirby 64: The Crystal Shards,0² (Zero Two),4:10
Kirby 64: The Crystal Shards,Planet Popstar,2:56
Kirby's Dream Land,Spring in Your Step,0:31
Kirby's Dream Land,Ending,1:31
Kirby's Dream Land,Green Greens,1:02
Kirby's Dream Land,Castle Lololo,1:15
Kirby's Dream Land,Float Islands,1:12
Kirby's Dream Land,Bubbly Clouds,1:24
Kirby's Dream Land,Mt Dedede,0:53
Kirby's Dream Land 2,Title Theme,0:28
Kirby's Dream Land 2,Big Forest,1:35
Kirby's Dream Land 2,Coo's Theme,0:52
Kirby's Dream Land 2,Ripple Field,1:11
Kirby's Dream Land 2,Kine's Theme,1:21
Kirby's Dream Land 2,Iceberg,1:27
Kirby's Dream Land 2,Red Canyon,1:54
Kirby's Dream Land 2,Cloudy Park,2:00
Kirby's Dream Land 2,Dark Castle,2:18
Kirby's Dream Land 2,King Dedede's Theme,0:52
Kirby's Dream Land 2,Dark Matter Battle 2,0:34
Kirby's Dream Land 2,Grass Land,0:57
Kirby's Dream Land 2,Rick's Theme,0:45
Kirby's Dream Land 2,Boss Battle,0:58
La-Mulana,Earth Wind,2:20
La-Mulana,LA-MULANA,1:40
La-Mulana,Mr. Explorer,3:33
La-Mulana,Grand History,2:21
La-Mulana,High-Speed Beast,2:46
La-Mulana,Curse of IRON PIPE,3:07
La-Mulana,Dangerous Raid,1:56
La-Mulana,Inferno,2:47
La-Mulana,Moon Light Dance,3:56
La-Mulana,Wonder of the Wonder,2:38
La-Mulana,GIGA-MAGMA,2:49
La-Mulana,In the bottom,2:34
La-Mulana,Song of Curry,2:23
La-Mulana,Ancient Machine,1:48
La-Mulana,Death Game,2:28
La-Mulana,Interstice of the Dimention,3:44
La-Mulana,Awakening,4:02
La-Mulana,Good Night Mom,4:05
La-Mulana,Run toward the sun,2:23
Lost Odyssey,Prologue,2:15
Lost Odyssey,Neverending Journey,2:41
Lost Odyssey,Epsylon Range,2:20
Lost Odyssey,A Sad Tolten,2:26
Lost Odyssey,Gongora's Plot,2:30
Lost Odyssey,An Enemy Appears!,1:38
Lost Odyssey,The White Mother Ship,3:19
